domain,word,letter,syllables,pos,score
deployment.com,deployment,D,3,Noun,27
directive.com,directive,D,3,Noun,27
decision.com,decision,D,3,Noun,50
direction.com,direction,D,3,Noun,37
department.com,department,D,3,Noun,27
diversion.com,diversion,D,3,Noun,37
decimal.com,decimal,D,3,Noun,40
defensive.com,defensive,D,3,Noun,27
disruption.com,disruption,D,3,Noun,37
dishwasher.com,dishwasher,D,3,Noun,27
diploma.com,diploma,D,3,Noun,47
dyslexia.com,dyslexia,D,3,Noun,40
domino.com,domino,D,3,Noun,54
driveway.com,driveway,D,3,Noun,40
diabetes.com,diabetes,D,3,Noun,40
diameter.com,diameter,D,3,Noun,40
dominion.com,dominion,D,3,Noun,50
digestive.com,digestive,D,3,Noun,27
duality.com,duality,D,3,Noun,40
democrat.com,democrat,D,3,Noun,40
dynasty.com,dynasty,D,3,Noun,40
diffraction.com,diffraction,D,3,Noun,32
deduction.com,deduction,D,3,Noun,37
dysfunction.com,dysfunction,D,3,Noun,32
deletion.com,deletion,D,3,Noun,50
deodorant.com,deodorant,D,3,Noun,27
disorder.com,disorder,D,3,Noun,40
dimension.com,dimension,D,3,Noun,37
departure.com,departure,D,3,Noun,27
dominique.com,dominique,D,3,Noun,27
deviation.com,deviation,D,3,Noun,37
dominant.com,dominant,D,3,Noun,40
distraction.com,distraction,D,3,Noun,32
discipline.com,discipline,D,3,Noun,27
deception.com,deception,D,3,Noun,37
dynamo.com,dynamo,D,3,Noun,54
depressive.com,depressive,D,3,Noun,27
designer.com,designer,D,3,Noun,40
dominic.com,dominic,D,3,Noun,40
discussion.com,discussion,D,3,Noun,37
disbelief.com,disbelief,D,3,Noun,27
diagonal.com,diagonal,D,3,Noun,40
diaspora.com,diaspora,D,3,Noun,40
donation.com,donation,D,3,Noun,50
disrespect.com,disrespect,D,3,Noun,27
detachment.com,detachment,D,3,Noun,27
damages.com,damages,D,3,Noun,40
delusion.com,delusion,D,3,Noun,50
dynamics.com,dynamics,D,3,Noun,40
discontent.com,discontent,D,3,Noun,27
depletion.com,depletion,D,3,Noun,37
dissonance.com,dissonance,D,3,Noun,27
dentistry.com,dentistry,D,3,Noun,27
deterrent.com,deterrent,D,3,Noun,27
distinction.com,distinction,D,3,Noun,32
deposit.com,deposit,D,3,Noun,40
description.com,description,D,3,Noun,32
dietary.com,dietary,D,3,Noun,40
destiny.com,destiny,D,3,Noun,40
depiction.com,depiction,D,3,Noun,37
depression.com,depression,D,3,Noun,37
deflection.com,deflection,D,3,Noun,37
division.com,division,D,3,Noun,50
dissection.com,dissection,D,3,Noun,37
dynamite.com,dynamite,D,3,Noun,40
detector.com,detector,D,3,Noun,50
dividend.com,dividend,D,3,Noun,40
duration.com,duration,D,3,Noun,50
dilemma.com,dilemma,D,3,Noun,47
dispatcher.com,dispatcher,D,3,Noun,27
damascus.com,damascus,D,3,Noun,40
december.com,december,D,3,Noun,40
displeasure.com,displeasure,D,3,Noun,22
discomfort.com,discomfort,D,3,Noun,27
diagnostics.com,diagnostics,D,3,Noun,22
destruction.com,destruction,D,3,Noun,32
dorado.com,dorado,D,3,Noun,54
deputy.com,deputy,D,3,Noun,47
deceased.com,deceased,D,3,Noun,40
director.com,director,D,3,Noun,50
dakota.com,dakota,D,3,Noun,54
dragonfly.com,dragonfly,D,3,Noun,27
dependence.com,dependence,D,3,Noun,27
dismissal.com,dismissal,D,3,Noun,27
disposal.com,disposal,D,3,Noun,40
distortion.com,distortion,D,3,Noun,37
deficit.com,deficit,D,3,Noun,40
disclosure.com,disclosure,D,3,Noun,27
diplomat.com,diplomat,D,3,Noun,40
digestion.com,digestion,D,3,Noun,37
decadent.com,decadent,D,3,Noun,40
decency.com,decency,D,3,Noun,40
dictator.com,dictator,D,3,Noun,50
disturbance.com,disturbance,D,3,Noun,22
dilution.com,dilution,D,3,Noun,50
dispersal.com,dispersal,D,3,Noun,27
dominance.com,dominance,D,3,Noun,27
detention.com,detention,D,3,Noun,37
degraded.com,degraded,D,3,Verb,40
declared.com,declared,D,3,Verb,40
demanding.com,demanding,D,3,Verb,27
designate.com,designate,D,3,Verb,27
distorted.com,distorted,D,3,Verb,27
demolish.com,demolish,D,3,Verb,40
dedicate.com,dedicate,D,3,Verb,40
distinguish.com,distinguish,D,3,Verb,22
deceiving.com,deceiving,D,3,Verb,27
distracted.com,distracted,D,3,Verb,27
deserving.com,deserving,D,3,Verb,27
designing.com,designing,D,3,Verb,27
decorate.com,decorate,D,3,Verb,40
disagreed.com,disagreed,D,3,Verb,27
determine.com,determine,D,3,Verb,27
depressed.com,depressed,D,3,Verb,27
digested.com,digested,D,3,Verb,40
distressing.com,distressing,D,3,Verb,22
dignified.com,dignified,D,3,Verb,27
discover.com,discover,D,3,Verb,40
dissenting.com,dissenting,D,3,Verb,27
depending.com,depending,D,3,Verb,27
deferred.com,deferred,D,3,Verb,40
depraved.com,depraved,D,3,Verb,40
detailed.com,detailed,D,3,Verb,40
disapprove.com,disapprove,D,3,Verb,27
diluted.com,diluted,D,3,Verb,40
disguised.com,disguised,D,3,Verb,27
descending.com,descending,D,3,Verb,27
duplicate.com,duplicate,D,3,Verb,27
desolate.com,desolate,D,3,Verb,40
deflected.com,deflected,D,3,Verb,27
donated.com,donated,D,3,Verb,40
disappear.com,disappear,D,3,Verb,37
dividing.com,dividing,D,3,Verb,40
diverting.com,diverting,D,3,Verb,27
defined.com,defined,D,3,Verb,40
distilled.com,distilled,D,3,Verb,27
decipher.com,decipher,D,3,Verb,40
diminish.com,diminish,D,3,Verb,40
disappoint.com,disappoint,D,3,Verb,27
directed.com,directed,D,3,Verb,40
demonstrate.com,demonstrate,D,3,Verb,22
delegate.com,delegate,D,3,Verb,40
disgusting.com,disgusting,D,3,Verb,27
discredit.com,discredit,D,3,Verb,27
disposed.com,disposed,D,3,Verb,40
decreasing.com,decreasing,D,3,Verb,27
discourage.com,discourage,D,3,Verb,27
deserved.com,deserved,D,3,Verb,40
dispersed.com,dispersed,D,3,Verb,27
disturbing.com,disturbing,D,3,Verb,27
deranged.com,deranged,D,3,Verb,40
dominate.com,dominate,D,3,Verb,40
designed.com,designed,D,3,Verb,40
debating.com,debating,D,3,Verb,40
divided.com,divided,D,3,Verb,40
deliver.com,deliver,D,3,Verb,40
disconnect.com,disconnect,D,3,Verb,27
decided.com,decided,D,3,Verb,40
disgusted.com,disgusted,D,3,Verb,27
disabled.com,disabled,D,3,Verb,40
dissolving.com,dissolving,D,3,Verb,27
disclosed.com,disclosed,D,3,Verb,27
deserted.com,deserted,D,3,Verb,40
diagnoses.com,diagnoses,D,3,Verb,27
departed.com,departed,D,3,Verb,40
depressing.com,depressing,D,3,Verb,27
develop.com,develop,D,3,Verb,40
degrading.com,degrading,D,3,Verb,27
delighted.com,delighted,D,3,Verb,27
derived.com,derived,D,3,Verb,40
devoted.com,devoted,D,3,Verb,40
deformed.com,deformed,D,3,Verb,40
distribute.com,distribute,D,3,Verb,27
declined.com,declined,D,3,Verb,40
discontinue.com,discontinue,D,3,Verb,22
desired.com,desired,D,3,Verb,40
disturbed.com,disturbed,D,3,Verb,27
disregard.com,disregard,D,3,Verb,27
deepening.com,deepening,D,3,Verb,27
delinquent.com,delinquent,D,3,Adjective,27
deficient.com,deficient,D,3,Adjective,27
demonic.com,demonic,D,3,Adjective,40
deciduous.com,deciduous,D,3,Adjective,27
discerning.com,discerning,D,3,Adjective,27
dissident.com,dissident,D,3,Adjective,27
dynamic.com,dynamic,D,3,Adjective,40
disastrous.com,disastrous,D,3,Adjective,27
desirable.com,desirable,D,3,Adjective,27
dishonest.com,dishonest,D,3,Adjective,27
domestic.com,domestic,D,3,Adjective,40
deceptive.com,deceptive,D,3,Adjective,27
despicable.com,despicable,D,3,Adjective,27
debatable.com,debatable,D,3,Adjective,27
dramatic.com,dramatic,D,3,Adjective,40
diseased.com,diseased,D,3,Adjective,40
different.com,different,D,3,Adjective,27
difficult.com,difficult,D,3,Adjective,27
doctoral.com,doctoral,D,3,Adjective,40
derelict.com,derelict,D,3,Adjective,40
diligent.com,diligent,D,3,Adjective,40
desperate.com,desperate,D,3,Adjective,27
delicious.com,delicious,D,3,Adjective,27
delightful.com,delightful,D,3,Adjective,27
detectable.com,detectable,D,3,Adjective,27
distinctive.com,distinctive,D,3,Adjective,22
detached.com,detached,D,3,Adjective,40
destructive.com,destructive,D,3,Adjective,22
descriptive.com,descriptive,D,3,Adjective,22
defective.com,defective,D,3,Adjective,27
distressed.com,distressed,D,3,Adjective,27
destitute.com,destitute,D,3,Adjective,27
dangerous.com,dangerous,D,3,Adjective,27
descendant.com,descendant,D,3,Adjective,27
dependable.com,dependable,D,3,Adjective,27
divisive.com,divisive,D,3,Adjective,40
digital.com,digital,D,3,Adjective,40
dismissive.com,dismissive,D,3,Adjective,27
diagnostic.com,diagnostic,D,3,Adjective,27
disposable.com,disposable,D,3,Adjective,27
decisive.com,decisive,D,3,Adjective,40
dependent.com,dependent,D,3,Adjective,27
divergent.com,divergent,D,3,Adjective,27
delicate.com,delicate,D,3,Adjective,40
disruptive.com,disruptive,D,3,Adjective,27
definite.com,definite,D,3,Adjective,40
deplorable.com,deplorable,D,3,Adjective,27
disparate.com,disparate,D,3,Adjective,27
discreetly.com,discreetly,D,3,Adverb,27
densely.com,densely,D,3,Adverb,40
defiantly.com,defiantly,D,3,Adverb,27
directly.com,directly,D,3,Adverb,40
distinctly.com,distinctly,D,3,Adverb,27
dictatorship.com,dictatorship,D,4,Noun,13
developer.com,developer,D,4,Noun,22
diversity.com,diversity,D,4,Noun,22
daredevil.com,daredevil,D,4,Noun,22
delivery.com,delivery,D,4,Noun,35
dichotomy.com,dichotomy,D,4,Noun,22
destination.com,destination,D,4,Noun,27
deficiency.com,deficiency,D,4,Noun,22
disappearance.com,disappearance,D,4,Noun,13
dictionary.com,dictionary,D,4,Noun,22
directory.com,directory,D,4,Noun,22
dominican.com,dominican,D,4,Noun,22
deposition.com,deposition,D,4,Noun,32
disparity.com,disparity,D,4,Noun,22
disarmament.com,disarmament,D,4,Noun,17
derivation.com,derivation,D,4,Noun,32
depreciation.com,depreciation,D,4,Noun,23
displacement.com,displacement,D,4,Noun,13
deprivation.com,deprivation,D,4,Noun,27
disapproval.com,disapproval,D,4,Noun,17
distribution.com,distribution,D,4,Noun,23
decoration.com,decoration,D,4,Noun,32
divinity.com,divinity,D,4,Noun,35
desolation.com,desolation,D,4,Noun,32
dispensary.com,dispensary,D,4,Noun,22
dormitory.com,dormitory,D,4,Noun,22
domination.com,domination,D,4,Noun,32
delegation.com,delegation,D,4,Noun,32
disposition.com,disposition,D,4,Noun,27
demolition.com,demolition,D,4,Noun,32
deformation.com,deformation,D,4,Noun,27
deliverance.com,deliverance,D,4,Noun,17
degradation.com,degradation,D,4,Noun,27
dependency.com,dependency,D,4,Noun,22
desperation.com,desperation,D,4,Noun,27
duplication.com,duplication,D,4,Noun,27
degenerate.com,degenerate,D,4,Noun,22
defamation.com,defamation,D,4,Noun,32
distillation.com,distillation,D,4,Noun,23
devastation.com,devastation,D,4,Noun,27
designation.com,designation,D,4,Noun,27
directorate.com,directorate,D,4,Noun,17
discrepancy.com,discrepancy,D,4,Noun,17
dedication.com,dedication,D,4,Noun,32
disappointment.com,disappointment,D,4,Noun,13
detonation.com,detonation,D,4,Noun,32
diminutive.com,diminutive,D,4,Noun,22
dissolution.com,dissolution,D,4,Noun,27
declaration.com,declaration,D,4,Noun,27
democracy.com,democracy,D,4,Noun,22
difficulty.com,difficulty,D,4,Noun,22
definition.com,definition,D,4,Noun,32
discography.com,discography,D,4,Noun,17
dehydration.com,dehydration,D,4,Noun,27
derivative.com,derivative,D,4,Noun,22
disobedience.com,disobedience,D,4,Noun,13
discovery.com,discovery,D,4,Noun,22
dissertation.com,dissertation,D,4,Noun,23
demonstration.com,demonstration,D,4,Noun,23
distributor.com,distributor,D,4,Noun,27
disadvantage.com,disadvantage,D,4,Noun,13
distillery.com,distillery,D,4,Noun,22
differential.com,differential,D,4,Noun,13
disagreement.com,disagreement,D,4,Noun,13
development.com,development,D,4,Noun,17
devolution.com,devolution,D,4,Noun,32
devotional.com,devotional,D,4,Noun,22
deportation.com,deportation,D,4,Noun,27
diplomacy.com,diplomacy,D,4,Noun,22
delicacy.com,delicacy,D,4,Noun,35
demographic.com,demographic,D,4,Noun,17
dexterity.com,dexterity,D,4,Noun,22
dissipated.com,dissipated,D,4,Verb,22
discriminate.com,discriminate,D,4,Verb,13
discouraging.com,discouraging,D,4,Verb,13
disappearing.com,disappearing,D,4,Verb,13
distributed.com,distributed,D,4,Verb,17
discovered.com,discovered,D,4,Verb,22
dislocated.com,dislocated,D,4,Verb,22
deteriorate.com,deteriorate,D,4,Verb,17
diversify.com,diversify,D,4,Verb,22
deliberate.com,deliberate,D,4,Verb,22
differentiate.com,differentiate,D,4,Verb,13
disappointed.com,disappointed,D,4,Verb,13
diversified.com,diversified,D,4,Verb,17
dissatisfied.com,dissatisfied,D,4,Verb,13
dominated.com,dominated,D,4,Verb,22
disappointing.com,disappointing,D,4,Verb,13
distinguished.com,distinguished,D,4,Verb,13
determined.com,determined,D,4,Verb,22
distinguishing.com,distinguishing,D,4,Verb,13
disseminate.com,disseminate,D,4,Verb,17
decorated.com,decorated,D,4,Verb,22
directional.com,directional,D,4,Adjective,17
delusional.com,delusional,D,4,Adjective,22
departmental.com,departmental,D,4,Adjective,13
detrimental.com,detrimental,D,4,Adjective,17
disgraceful.com,disgraceful,D,4,Adjective,17
decorative.com,decorative,D,4,Adjective,22
diplomatic.com,diplomatic,D,4,Adjective,22
definitive.com,definitive,D,4,Adjective,22
divisional.com,divisional,D,4,Adjective,22
dissimilar.com,dissimilar,D,4,Adjective,32
defenseless.com,defenseless,D,4,Adjective,17
disrespectful.com,disrespectful,D,4,Adjective,13
disorderly.com,disorderly,D,4,Adjective,22
dimensional.com,dimensional,D,4,Adjective,17
devastating.com,devastating,D,4,Adjective,17
democratic.com,democratic,D,4,Adjective,22
disconnected.com,disconnected,D,4,Adjective,13
dangerously.com,dangerously,D,4,Adverb,17
decidedly.com,decidedly,D,4,Adverb,22
differently.com,differently,D,4,Adverb,17
digitally.com,digitally,D,4,Adverb,22
drastically.com,drastically,D,4,Adverb,17
diligently.com,diligently,D,4,Adverb,22
extremist.com,extremist,E,3,Noun,27
elegance.com,elegance,E,3,Noun,40
erosion.com,erosion,E,3,Noun,50
equipment.com,equipment,E,3,Noun,27
expiry.com,expiry,E,3,Noun,47
eyewitness.com,eyewitness,E,3,Noun,27
emergence.com,emergence,E,3,Noun,27
ecstasy.com,ecstasy,E,3,Noun,40
extension.com,extension,E,3,Noun,37
election.com,election,E,3,Noun,50
eviction.com,eviction,E,3,Noun,50
espionage.com,espionage,E,3,Noun,27
exclusion.com,exclusion,E,3,Noun,37
eccentric.com,eccentric,E,3,Noun,27
expulsion.com,expulsion,E,3,Noun,37
expression.com,expression,E,3,Noun,37
etiquette.com,etiquette,E,3,Noun,27
extortion.com,extortion,E,3,Noun,37
enrolment.com,enrolment,E,3,Noun,27
embankment.com,embankment,E,3,Noun,27
european.com,european,E,3,Noun,40
estonian.com,estonian,E,3,Noun,40
erica.com,erica,E,3,Noun,59
eucharist.com,eucharist,E,3,Noun,27
ethiopia.com,ethiopia,E,3,Noun,40
eskimo.com,eskimo,E,3,Noun,54
egyptian.com,egyptian,E,3,Noun,40
endemic.com,endemic,E,3,Noun,40
encryption.com,encryption,E,3,Noun,37
exhaustion.com,exhaustion,E,3,Noun,37
endurance.com,endurance,E,3,Noun,27
existence.com,existence,E,3,Noun,27
euphoria.com,euphoria,E,3,Noun,40
ejection.com,ejection,E,3,Noun,50
elastic.com,elastic,E,3,Noun,40
eleventh.com,eleventh,E,3,Noun,40
enamel.com,enamel,E,3,Noun,47
endocrine.com,endocrine,E,3,Noun,27
eureka.com,eureka,E,3,Noun,54
enrollment.com,enrollment,E,3,Noun,27
exporter.com,exporter,E,3,Noun,40
envelope.com,envelope,E,3,Noun,40
equator.com,equator,E,3,Noun,50
episode.com,episode,E,3,Noun,47
estuary.com,estuary,E,3,Noun,40
exercise.com,exercise,E,3,Noun,40
evergreen.com,evergreen,E,3,Noun,37
epitome.com,epitome,E,3,Noun,47
emphasis.com,emphasis,E,3,Noun,40
enmity.com,enmity,E,3,Noun,47
emission.com,emission,E,3,Noun,50
exemption.com,exemption,E,3,Noun,37
europa.com,europa,E,3,Noun,54
evidence.com,evidence,E,3,Noun,40
explorer.com,explorer,E,3,Noun,40
enthusiasm.com,enthusiasm,E,3,Noun,27
endowment.com,endowment,E,3,Noun,27
estimate.com,estimate,E,3,Noun,40
ethiopian.com,ethiopian,E,3,Noun,27
emery.com,emery,E,3,Noun,52
erasmus.com,erasmus,E,3,Noun,40
enigma.com,enigma,E,3,Noun,54
expansion.com,expansion,E,3,Noun,37
elephant.com,elephant,E,3,Noun,40
exodus.com,exodus,E,3,Noun,47
entropy.com,entropy,E,3,Noun,40
eminence.com,eminence,E,3,Noun,40
erection.com,erection,E,3,Noun,50
enjoyment.com,enjoyment,E,3,Noun,27
englishman.com,englishman,E,3,Noun,27
excursion.com,excursion,E,3,Noun,37
enthusiast.com,enthusiast,E,3,Noun,27
entourage.com,entourage,E,3,Noun,27
electron.com,electron,E,3,Noun,50
enrichment.com,enrichment,E,3,Noun,27
elixir.com,elixir,E,3,Noun,47
eruption.com,eruption,E,3,Noun,50
ebony.com,ebony,E,3,Noun,52
ezekiel.com,ezekiel,E,3,Noun,40
edition.com,edition,E,3,Noun,50
enemy.com,enemy,E,3,Noun,52
engineer.com,engineer,E,3,Noun,40
expressway.com,expressway,E,3,Noun,27
electrode.com,electrode,E,3,Noun,27
emotion.com,emotion,E,3,Noun,50
elderly.com,elderly,E,3,Noun,40
editor.com,editor,E,3,Noun,50
equation.com,equation,E,3,Noun,50
equinox.com,equinox,E,3,Noun,40
explosion.com,explosion,E,3,Noun,37
evening.com,evening,E,3,Noun,40
estrogen.com,estrogen,E,3,Noun,50
evasion.com,evasion,E,3,Noun,50
eclectic.com,eclectic,E,3,Noun,40
exchequer.com,exchequer,E,3,Noun,27
endeavor.com,endeavor,E,3,Noun,50
empathy.com,empathy,E,3,Noun,40
extraction.com,extraction,E,3,Noun,37
entity.com,entity,E,3,Noun,47
emerald.com,emerald,E,3,Noun,40
equity.com,equity,E,3,Noun,47
emilia.com,emilia,E,3,Noun,54
ethanol.com,ethanol,E,3,Noun,40
epilogue.com,epilogue,E,3,Noun,40
exception.com,exception,E,3,Noun,37
enclosure.com,enclosure,E,3,Noun,27
eczema.com,eczema,E,3,Noun,54
element.com,element,E,3,Noun,40
emptiness.com,emptiness,E,3,Noun,27
extremism.com,extremism,E,3,Noun,27
emperor.com,emperor,E,3,Noun,50
elective.com,elective,E,3,Noun,40
elijah.com,elijah,E,3,Noun,47
embassy.com,embassy,E,3,Noun,40
enactment.com,enactment,E,3,Noun,27
eulogy.com,eulogy,E,3,Noun,47
exterior.com,exterior,E,3,Noun,50
erotic.com,erotic,E,3,Noun,47
energy.com,energy,E,3,Noun,47
eleven.com,eleven,E,3,Noun,50
employment.com,employment,E,3,Noun,27
enquiry.com,enquiry,E,3,Noun,40
extinction.com,extinction,E,3,Noun,37
enterprise.com,enterprise,E,3,Noun,27
exposure.com,exposure,E,3,Noun,40
excellence.com,excellence,E,3,Noun,27
execute.com,execute,E,3,Verb,47
educate.com,educate,E,3,Verb,47
enlisted.com,enlisted,E,3,Verb,40
embargo.com,embargo,E,3,Verb,47
embracing.com,embracing,E,3,Verb,27
encompass.com,encompass,E,3,Verb,27
enticing.com,enticing,E,3,Verb,40
embody.com,embody,E,3,Verb,47
engraving.com,engraving,E,3,Verb,27
exposed.com,exposed,E,3,Verb,40
expanded.com,expanded,E,3,Verb,40
explaining.com,explaining,E,3,Verb,27
encourage.com,encourage,E,3,Verb,27
exhibit.com,exhibit,E,3,Verb,40
enriching.com,enriching,E,3,Verb,27
erased.com,erased,E,3,Verb,47
encounter.com,encounter,E,3,Verb,27
escalate.com,escalate,E,3,Verb,40
engaging.com,engaging,E,3,Verb,40
establish.com,establish,E,3,Verb,27
endanger.com,endanger,E,3,Verb,40
endearing.com,endearing,E,3,Verb,27
enlighten.com,enlighten,E,3,Verb,37
endorsed.com,endorsed,E,3,Verb,40
exalted.com,exalted,E,3,Verb,40
extended.com,extended,E,3,Verb,40
engraved.com,engraved,E,3,Verb,40
enrolled.com,enrolled,E,3,Verb,40
evaluate.com,evaluate,E,3,Verb,40
entering.com,entering,E,3,Verb,40
enforced.com,enforced,E,3,Verb,40
enraged.com,enraged,E,3,Verb,40
exhausting.com,exhausting,E,3,Verb,27
exploded.com,exploded,E,3,Verb,40
elevate.com,elevate,E,3,Verb,47
enlarged.com,enlarged,E,3,Verb,40
excluding.com,excluding,E,3,Verb,27
envision.com,envision,E,3,Verb,50
exciting.com,exciting,E,3,Verb,40
expressed.com,expressed,E,3,Verb,27
expanding.com,expanding,E,3,Verb,27
enduring.com,enduring,E,3,Verb,40
excited.com,excited,E,3,Verb,40
enchanting.com,enchanting,E,3,Verb,27
embarrass.com,embarrass,E,3,Verb,27
exceeding.com,exceeding,E,3,Verb,27
experience.com,experience,E,3,Verb,27
extending.com,extending,E,3,Verb,27
expedite.com,expedite,E,3,Verb,40
exploring.com,exploring,E,3,Verb,27
exhausted.com,exhausted,E,3,Verb,27
entertain.com,entertain,E,3,Verb,27
examine.com,examine,E,3,Verb,47
empower.com,empower,E,3,Verb,40
evacuate.com,evacuate,E,3,Verb,40
extracted.com,extracted,E,3,Verb,27
engaged.com,engaged,E,3,Verb,40
enhanced.com,enhanced,E,3,Verb,40
emphasize.com,emphasize,E,3,Verb,27
emulate.com,emulate,E,3,Verb,47
eroded.com,eroded,E,3,Verb,47
elicit.com,elicit,E,3,Verb,47
extinguish.com,extinguish,E,3,Verb,27
expiring.com,expiring,E,3,Verb,40
equitable.com,equitable,E,3,Adjective,27
equestrian.com,equestrian,E,3,Adjective,27
entangled.com,entangled,E,3,Adjective,27
existent.com,existent,E,3,Adjective,40
embryonic.com,embryonic,E,3,Adjective,27
efficient.com,efficient,E,3,Adjective,27
expressive.com,expressive,E,3,Adjective,27
egregious.com,egregious,E,3,Adjective,27
essential.com,essential,E,3,Adjective,27
ecstatic.com,ecstatic,E,3,Adjective,40
external.com,external,E,3,Adjective,40
eloquent.com,eloquent,E,3,Adjective,40
excellent.com,excellent,E,3,Adjective,27
explicit.com,explicit,E,3,Adjective,40
effective.com,effective,E,3,Adjective,27
enormous.com,enormous,E,3,Adjective,40
elegant.com,elegant,E,3,Adjective,40
exclusive.com,exclusive,E,3,Adjective,27
every.com,every,E,3,Adjective,52
eventual.com,eventual,E,3,Adjective,40
eligible.com,eligible,E,3,Adjective,40
emergent.com,emergent,E,3,Adjective,40
eventful.com,eventful,E,3,Adjective,40
evident.com,evident,E,3,Adjective,40
extensive.com,extensive,E,3,Adjective,27
erratic.com,erratic,E,3,Adjective,40
excessive.com,excessive,E,3,Adjective,27
exquisite.com,exquisite,E,3,Adjective,27
ethereal.com,ethereal,E,3,Adjective,40
erroneous.com,erroneous,E,3,Adjective,27
electric.com,electric,E,3,Adjective,40
expansive.com,expansive,E,3,Adjective,27
effortless.com,effortless,E,3,Adjective,27
exhaustive.com,exhaustive,E,3,Adjective,27
eternal.com,eternal,E,3,Adjective,40
evasive.com,evasive,E,3,Adjective,47
expensive.com,expensive,E,3,Adjective,27
ethical.com,ethical,E,3,Adjective,40
explosive.com,explosive,E,3,Adjective,27
exotic.com,exotic,E,3,Adjective,47
elusive.com,elusive,E,3,Adjective,47
enforceable.com,enforceable,E,3,Adjective,22
eminent.com,eminent,E,3,Adjective,40
emphatic.com,emphatic,E,3,Adjective,40
elsewhere.com,elsewhere,E,3,Adverb,27
endlessly.com,endlessly,E,3,Adverb,27
exactly.com,exactly,E,3,Adverb,40
easily.com,easily,E,3,Adverb,47
equally.com,equally,E,3,Adverb,40
eagerly.com,eagerly,E,3,Adverb,40
expressly.com,expressly,E,3,Adverb,27
evenly.com,evenly,E,3,Adverb,47
exposition.com,exposition,E,4,Noun,32
environment.com,environment,E,4,Noun,17
excitement.com,excitement,E,4,Noun,22
electronics.com,electronics,E,4,Noun,17
endorsement.com,endorsement,E,4,Noun,17
equivalence.com,equivalence,E,4,Noun,17
enhancement.com,enhancement,E,4,Noun,17
entitlement.com,entitlement,E,4,Noun,17
embezzlement.com,embezzlement,E,4,Noun,13
evangelist.com,evangelist,E,4,Noun,22
elevation.com,elevation,E,4,Noun,32
enlargement.com,enlargement,E,4,Noun,17
erotica.com,erotica,E,4,Noun,42
education.com,education,E,4,Noun,32
euthanasia.com,euthanasia,E,4,Noun,22
enforcement.com,enforcement,E,4,Noun,17
epidemic.com,epidemic,E,4,Noun,35
extradition.com,extradition,E,4,Noun,27
exploration.com,exploration,E,4,Noun,27
experiment.com,experiment,E,4,Noun,22
entirety.com,entirety,E,4,Noun,35
economy.com,economy,E,4,Noun,35
excitation.com,excitation,E,4,Noun,32
equivalent.com,equivalent,E,4,Noun,22
explanation.com,explanation,E,4,Noun,27
equality.com,equality,E,4,Noun,35
economics.com,economics,E,4,Noun,22
expectation.com,expectation,E,4,Noun,27
entertainer.com,entertainer,E,4,Noun,17
ecosystem.com,ecosystem,E,4,Noun,22
epiphany.com,epiphany,E,4,Noun,35
expenditure.com,expenditure,E,4,Noun,17
entrepreneur.com,entrepreneur,E,4,Noun,13
exploitation.com,exploitation,E,4,Noun,23
electrician.com,electrician,E,4,Noun,17
exhibition.com,exhibition,E,4,Noun,32
exponential.com,exponential,E,4,Noun,17
excavation.com,excavation,E,4,Noun,32
engagement.com,engagement,E,4,Noun,22
examiner.com,examiner,E,4,Noun,35
efficacy.com,efficacy,E,4,Noun,35
embodiment.com,embodiment,E,4,Noun,22
evaluation.com,evaluation,E,4,Noun,32
exclamation.com,exclamation,E,4,Noun,27
expiration.com,expiration,E,4,Noun,32
empowerment.com,empowerment,E,4,Noun,17
execution.com,execution,E,4,Noun,32
engineering.com,engineering,E,4,Noun,17
embarrassment.com,embarrassment,E,4,Noun,13
enlightenment.com,enlightenment,E,4,Noun,13
electrolyte.com,electrolyte,E,4,Noun,17
emigration.com,emigration,E,4,Noun,32
expectancy.com,expectancy,E,4,Noun,22
evacuation.com,evacuation,E,4,Noun,32
excellency.com,excellency,E,4,Noun,22
embroidery.com,embroidery,E,4,Noun,22
epilepsy.com,epilepsy,E,4,Noun,35
elevator.com,elevator,E,4,Noun,45
electorate.com,electorate,E,4,Noun,22
elizabeth.com,elizabeth,E,4,Noun,22
emergency.com,emergency,E,4,Noun,22
emeritus.com,emeritus,E,4,Noun,35
economist.com,economist,E,4,Noun,22
eucalyptus.com,eucalyptus,E,4,Noun,22
estimation.com,estimation,E,4,Noun,32
extremity.com,extremity,E,4,Noun,22
evolution.com,evolution,E,4,Noun,32
escalator.com,escalator,E,4,Noun,32
educator.com,educator,E,4,Noun,45
establishment.com,establishment,E,4,Noun,13
eternity.com,eternity,E,4,Noun,35
equilibrium.com,equilibrium,E,4,Noun,17
ecology.com,ecology,E,4,Noun,35
efficiency.com,efficiency,E,4,Noun,22
executive.com,executive,E,4,Noun,22
expedition.com,expedition,E,4,Noun,32
emulation.com,emulation,E,4,Noun,32
entertainment.com,entertainment,E,4,Noun,13
excruciating.com,excruciating,E,4,Verb,13
embarrassing.com,embarrassing,E,4,Verb,13
educated.com,educated,E,4,Verb,35
evaporate.com,evaporate,E,4,Verb,22
eradicate.com,eradicate,E,4,Verb,22
executed.com,executed,E,4,Verb,35
entertaining.com,entertaining,E,4,Verb,13
enlightening.com,enlightening,E,4,Verb,13
elaborate.com,elaborate,E,4,Verb,22
examining.com,examining,E,4,Verb,22
